Hidden Layers: [4, 8], Activation: sigmoid, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 2.2779
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 128, Test Loss: 2.8722
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 256, Test Loss: 1.0729
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 512, Test Loss: 3.5595
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 16, Test Loss: 2.0814
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 32, Test Loss: 1.4032
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 64, Test Loss: 0.8366
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 128, Test Loss: 1.0137
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 256, Test Loss: 0.8733
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 512, Test Loss: 0.8408
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 16, Test Loss: 0.8166
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 32, Test Loss: 0.7947
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 64, Test Loss: 0.7344
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 128, Test Loss: 0.7566
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 256, Test Loss: 0.7329
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 512, Test Loss: 0.6657
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 16, Test Loss: 0.7329
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 32, Test Loss: 0.6642
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 64, Test Loss: 0.6611
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 128, Test Loss: 0.6912
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 256, Test Loss: 0.6740
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.01, Batch Size: 512, Test Loss: 0.6704
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 16, Test Loss: 0.6736
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 32, Test Loss: 0.6659
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 64, Test Loss: 0.6701
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 128, Test Loss: 0.6793
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 256, Test Loss: 0.6983
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.001, Batch Size: 512, Test Loss: 0.6979
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 16, Test Loss: 0.7258
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 32, Test Loss: 0.7289
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 64, Test Loss: 0.7233
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 128, Test Loss: 0.7323
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 256, Test Loss: 0.8441
Hidden Layers: [4, 8], Activation: tanh, Epochs: 100, LR: 0.0001, Batch Size: 512, Test Loss: 0.8071
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 16, Test Loss: 8.7310
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 32, Test Loss: 2.7834
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 64, Test Loss: 6.3324
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 128, Test Loss: 3.6559
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 256, Test Loss: 29.8474
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 1.8059
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 16, Test Loss: 1.2140
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 32, Test Loss: 0.9900
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 64, Test Loss: 1.1102
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 128, Test Loss: 1.0569
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 256, Test Loss: 0.8138
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 1, Batch Size: 512, Test Loss: 0.8287
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 16, Test Loss: 0.8727
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 32, Test Loss: 0.7766
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 64, Test Loss: 0.7430
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 128, Test Loss: 0.7461
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 256, Test Loss: 0.7177
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.1, Batch Size: 512, Test Loss: 0.7100
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 16, Test Loss: 0.6802
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 32, Test Loss: 0.6556
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 64, Test Loss: 0.6649
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 128, Test Loss: 0.6617
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 256, Test Loss: 0.6749
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.01, Batch Size: 512, Test Loss: 0.6588
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 16, Test Loss: 0.6969
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 32, Test Loss: 0.6697
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 64, Test Loss: 0.6534
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 128, Test Loss: 0.6683
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 256, Test Loss: 0.6730
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.001, Batch Size: 512, Test Loss: 0.6776
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 16, Test Loss: 0.7070
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 32, Test Loss: 0.6953
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 64, Test Loss: 0.7117
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 128, Test Loss: 0.7336
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 256, Test Loss: 0.7452
Hidden Layers: [4, 8], Activation: tanh, Epochs: 250, LR: 0.0001, Batch Size: 512, Test Loss: 0.7398
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 16, Test Loss: 3099.9492
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 32, Test Loss: 889908.5675
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 64, Test Loss: 66381366.7500
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 128, Test Loss: 55749293056.0000
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 256, Test Loss: 22797060608.0000
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 10, Batch Size: 512, Test Loss: 10172271104.0000
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 16, Test Loss: 0.9481
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 32, Test Loss: 1.7719
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 64, Test Loss: 13.2812
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 128, Test Loss: 947.1004
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 256, Test Loss: 40622.4805
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 1, Batch Size: 512, Test Loss: 7202.4292
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 16, Test Loss: 1.2677
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 32, Test Loss: 0.7710
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 64, Test Loss: 0.8715
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 128, Test Loss: 0.7917
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 256, Test Loss: 0.8218
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.1, Batch Size: 512, Test Loss: 0.9272
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 16, Test Loss: 0.7661
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 32, Test Loss: 0.7512
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 64, Test Loss: 0.7512
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 128, Test Loss: 0.7546
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 256, Test Loss: 0.7788
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.01, Batch Size: 512, Test Loss: 0.8297
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 16, Test Loss: 0.7616
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 32, Test Loss: 0.8181
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 64, Test Loss: 0.8682
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 128, Test Loss: 1.0049
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 256, Test Loss: 1.0539
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.001, Batch Size: 512, Test Loss: 0.9534
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 16, Test Loss: 0.9619
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 32, Test Loss: 1.0194
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 64, Test Loss: 1.0210
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 128, Test Loss: 1.0647
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 256, Test Loss: 1.0276
Hidden Layers: [8, 16], Activation: linear, Epochs: 1, LR: 0.0001, Batch Size: 512, Test Loss: 0.9840
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 16, Test Loss: 13757.6979
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 32, Test Loss: 190.3261
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 64, Test Loss: 38.8578
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 128, Test Loss: 526.6269
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 256, Test Loss: 5521.1665
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 10, Batch Size: 512, Test Loss: 24668316.0000
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 16, Test Loss: 0.8650
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 32, Test Loss: 0.7868
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 64, Test Loss: 3.3548
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 128, Test Loss: 0.9231
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 256, Test Loss: 0.7694
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 1, Batch Size: 512, Test Loss: 6.3922
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 16, Test Loss: 0.9937
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 32, Test Loss: 0.8926
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 64, Test Loss: 0.7611
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 128, Test Loss: 0.7691
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 256, Test Loss: 0.7577
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.1, Batch Size: 512, Test Loss: 0.7648
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 16, Test Loss: 0.7679
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 32, Test Loss: 0.7697
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 64, Test Loss: 0.7421
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 128, Test Loss: 0.7489
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 256, Test Loss: 0.7485
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.01, Batch Size: 512, Test Loss: 0.7496
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 16, Test Loss: 0.7528
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 32, Test Loss: 0.7478
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 64, Test Loss: 0.7355
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 128, Test Loss: 0.7450
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 256, Test Loss: 0.7734
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.001, Batch Size: 512, Test Loss: 0.7748
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 16, Test Loss: 0.7783
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 32, Test Loss: 0.8599
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 64, Test Loss: 0.8442
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 128, Test Loss: 0.8763
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 256, Test Loss: 0.9715
Hidden Layers: [8, 16], Activation: linear, Epochs: 10, LR: 0.0001, Batch Size: 512, Test Loss: 1.0240
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 16, Test Loss: 444.5873
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 32, Test Loss: 2.0702
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 64, Test Loss: 16.7321
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 128, Test Loss: 180.7261
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 256, Test Loss: 3876.2857
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 10, Batch Size: 512, Test Loss: 2660.7979
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 16, Test Loss: 0.9369
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 32, Test Loss: 1.0360
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 64, Test Loss: 1.4431
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 128, Test Loss: 0.8020
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 256, Test Loss: 0.7570
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 1, Batch Size: 512, Test Loss: 0.9011
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 16, Test Loss: 0.7848
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 32, Test Loss: 0.7665
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 64, Test Loss: 0.7404
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 128, Test Loss: 0.7761
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 256, Test Loss: 0.7686
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.1, Batch Size: 512, Test Loss: 0.7456
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 16, Test Loss: 0.7493
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 32, Test Loss: 0.7500
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 64, Test Loss: 0.7555
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 128, Test Loss: 0.7446
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 256, Test Loss: 0.7520
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.01, Batch Size: 512, Test Loss: 0.7484
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 16, Test Loss: 0.7466
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 32, Test Loss: 0.7477
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 64, Test Loss: 0.7394
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 128, Test Loss: 0.7482
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 256, Test Loss: 0.7500
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.001, Batch Size: 512, Test Loss: 0.7541
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 16, Test Loss: 0.7511
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 32, Test Loss: 0.7477
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 64, Test Loss: 0.7426
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 128, Test Loss: 0.8004
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 256, Test Loss: 0.8440
Hidden Layers: [8, 16], Activation: linear, Epochs: 25, LR: 0.0001, Batch Size: 512, Test Loss: 1.1104
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 16, Test Loss: 1.0331
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 32, Test Loss: 1.5852
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 64, Test Loss: 19.1467
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 128, Test Loss: 10.3179
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 256, Test Loss: 1991.2162
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 10, Batch Size: 512, Test Loss: 82.4485
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 16, Test Loss: 1087.4696
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 32, Test Loss: 0.8441
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 64, Test Loss: 0.7495
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 128, Test Loss: 0.7843
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 256, Test Loss: 0.7611
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 1, Batch Size: 512, Test Loss: 0.9493
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 16, Test Loss: 0.8139
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 32, Test Loss: 0.7529
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 64, Test Loss: 0.9361
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 128, Test Loss: 0.7583
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 256, Test Loss: 0.7535
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.1, Batch Size: 512, Test Loss: 0.7475
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 16, Test Loss: 0.7508
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 32, Test Loss: 0.7543
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 64, Test Loss: 0.7376
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 128, Test Loss: 0.7500
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 256, Test Loss: 0.7438
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.01, Batch Size: 512, Test Loss: 0.7444
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 16, Test Loss: 0.7459
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 32, Test Loss: 0.7493
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 64, Test Loss: 0.7347
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 128, Test Loss: 0.7443
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 256, Test Loss: 0.7490
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.001, Batch Size: 512, Test Loss: 0.7470
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 16, Test Loss: 0.7471
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 32, Test Loss: 0.7501
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 64, Test Loss: 0.7373
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 128, Test Loss: 0.7558
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 256, Test Loss: 0.8076
Hidden Layers: [8, 16], Activation: linear, Epochs: 50, LR: 0.0001, Batch Size: 512, Test Loss: 0.9396
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 16, Test Loss: 11666.7318
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 32, Test Loss: 20.4362
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 64, Test Loss: 0.9939
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 128, Test Loss: 94.7189
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 256, Test Loss: 6600314.1250
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 10, Batch Size: 512, Test Loss: 274.3750
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 16, Test Loss: 0.8113
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 32, Test Loss: 6.2336
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 64, Test Loss: 0.7516
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 128, Test Loss: 0.8295
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 256, Test Loss: 0.7888
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 1, Batch Size: 512, Test Loss: 0.7767
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 16, Test Loss: 0.7733
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 32, Test Loss: 0.8182
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 64, Test Loss: 0.7537
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 128, Test Loss: 0.7511
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 256, Test Loss: 0.7881
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.1, Batch Size: 512, Test Loss: 0.7513
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 16, Test Loss: 0.7473
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 32, Test Loss: 0.7463
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 64, Test Loss: 0.7368
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 128, Test Loss: 0.7509
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 256, Test Loss: 0.7474
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.01, Batch Size: 512, Test Loss: 0.7450
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.001, Batch Size: 16, Test Loss: 0.7434
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.001, Batch Size: 32, Test Loss: 0.7438
Hidden Layers: [8, 16], Activation: linear, Epochs: 100, LR: 0.001, Batch Size: 64, Test Loss: 0.7338
